商品ｺｰﾄﾞ,商品名,単位,種別,主仕入先ｺｰﾄﾞ,1
S700146I00102,ﾂｰﾀｯｸｶｰｺﾞﾊﾟﾝﾂ ﾈｲﾋﾞｰ W91～106男性用 A,枚,001,700146,1
S700146I00201,ﾂｰﾀｯｸﾊﾟﾝﾂ ﾈｲﾋﾞｰ W70～88 男性用 A,枚,002,700146,1
S700146I00202,ﾂｰﾀｯｸﾊﾟﾝﾂ ﾈｲﾋﾞｰ W91～106 男性用 A,枚,002,700146,1
S700146I00301,ﾌﾞﾙｿﾞﾝ ﾈｲﾋﾞｰ 3L 女性用 A,枚,003,700146,1
S700146I00302,ﾌﾞﾙｿﾞﾝ ﾈｲﾋﾞｰ 3L 男性用 A,枚,003,700146,1
S700146I00303,ﾌﾞﾙｿﾞﾝ ﾈｲﾋﾞｰ 3L･4L 男性用 A,枚,003,700146,1
S700146I00304,ﾌﾞﾙｿﾞﾝ ﾈｲﾋﾞｰ 4L･5L 女性用 A,枚,003,700146,1
S700146I00305,ﾌﾞﾙｿﾞﾝ ﾈｲﾋﾞｰ S～LL 女性用 A,枚,003,700146,1
S700146I00306,ﾌﾞﾙｿﾞﾝ ﾈｲﾋﾞｰ S～LL 男性用 A,枚,003,700146,1
S700146I00401,社名ｵﾘｼﾞﾅﾙ刺繍,枚,004,700146,1
S700146I00501,52200-044 ｼﾞｬﾝﾊﾟｰ ﾌﾞﾗｯｸ SS-LL,枚,005,700146,1
S700146I00502,52200-044 ｼﾞｬﾝﾊﾟｰ ﾌﾞﾗｯｸ EL,枚,005,700146,1
S700146I00503,52200-044 ｼﾞｬﾝﾊﾟｰ ﾌﾞﾗｯｸ 4L･5L,枚,005,700146,1
S700146I00601,52202-044 ﾉｰﾀｯｸｶｰｺﾞﾊﾟﾝﾂ ﾌﾞﾗｯｸ 70-88,枚,006,700146,1
S700146I00602,52202-044 ﾉｰﾀｯｸｶｰｺﾞﾊﾟﾝﾂ ﾌﾞﾗｯｸ 91-106,枚,006,700146,1
S700146I00701,刺繍 社名･名前入り 金茶,枚,007,700146,1
S700146I00801,71000-131 ｽﾄﾚｯﾁｼﾞｬﾝﾊﾟｰ ｼｯﾌﾞﾗｯｸ S-LL,枚,008,700146,1
S700146I00802,71000-131 ｽﾄﾚｯﾁｼﾞｬﾝﾊﾟｰ ｼｯﾌﾞﾗｯｸ EL,枚,008,700146,1
S700146I00803,71000-131 ｽﾄﾚｯﾁｼﾞｬﾝﾊﾟｰ ｼｯﾌﾞﾗｯｸ 4L5L,枚,008,700146,1
S700146I00901,71002-131 ﾉｰﾀｯｸｶｰｺﾞﾊﾟﾝﾂ ﾌﾞﾗｯｸ 70-88,枚,009,700146,1
S700146I00902,71002-131 ﾉｰﾀｯｸｶｰｺﾞﾊﾟﾝﾂ ﾌﾞﾗｯｸ 91-106,枚,009,700146,1
S700155D00101,ﾃﾌﾛﾝ粘着ﾃｰﾌﾟASF-110FR 0.13x50x10m,,001,700155,1
S700155D00201,FEP熱収縮ﾁｭｰ 1209-10 (型番100),,002,700155,1
S700165K01001,MPU-137080B ﾌﾞﾗｯｸ,kg,010,700166,1
S700165K02001,MPU-137081 ﾌﾞﾗｳﾝ,kg,020,700166,1
S700165K03001,MPU-137100 抗菌剤,kg,030,700166,1
S701012I00101,AES-W240 BAB302UA,ｋｇ,001,701012,1
S701012I00102,AES-W240 BAC240,ｋｇ,001,701012,1
S701096B00101,立替金,式,001,701096,1
S701096B00201,ｶﾞｿﾘﾝ代,,002,701096,1
S701096B00301,灯油代,,003,701096,1
S701096I00101,ﾎﾞﾝﾉｯｸM 20L,缶,001,701096,1
S701096I00201,日産ｶｰﾘｰｽ(ﾘｰﾁ型ﾘﾌﾄRO1L10C),,002,701096,1
S701096I00301,警備保障,,003,701096,1
S701096I00401,除雪,式,004,701096,1
S701096I00501,ｶﾞｿﾘﾝ代,式,005,701096,1
S701096I00601,防火点検,,006,701096,1
S701096I00701,立替金,式,007,701096,1
S701096I00801,灯油代,式,008,701096,1
S701125I00101,ｴｸｾﾙｼｬﾉﾝ栗山工場行き(伊勢運輸),,001,701125,1
S701135B00101,ITS-B001(膨張性黒鉛の原料),ｋｇ,001,701135,1
S701135D00000,FSK-CMB1,kg,000,701135,1
S701135D00101,350 ITS-001,,001,701135,1
S701135D00102,350 卵殻,,001,701135,1
S701135D00201,C-1000灰 (ｽﾎﾟﾝｼﾞ)10x50x200,個,002,701135,1
S701135D00202,C-1000灰 (ｽﾎﾟﾝｼﾞ)45x50x200,個,002,701135,1
S701135D00401,使わない,個,004,701135,1
S701135D00501,C-1000灰 (ｽﾎﾟﾝｼﾞ)60x50x200,個,005,701135,1
S701135D00502,C-1000灰 (ｽﾎﾟﾝｼﾞ)90×50x200,個,005,701135,1
S701135D00601,MBN-85LK,kg,006,701135,1
S701135D00701,NO.9360 4kg,缶,007,701135,1
S701135D00801,HTR-SM4,KG,008,701135,1
S701135D00802,HTR-SM4 ※最低120kg,KG,008,701135,1
S701135D00901,MBN-85LK,kg,009,701135,1
S701135D01101,ｾﾙﾏｲｸMB3072,,011,701135,1
S701135D01201,ﾃﾞｽﾓｼﾞｭｰﾙRFE,,012,701135,1
S701135D01301,ﾄﾗﾝｽﾎﾟﾘｲｿﾌﾟﾚﾝ TP-301,kg,013,701135,1
S701135D01401,C-1000灰 (ｽﾎﾟﾝｼﾞ)27x50x200,個,014,701135,1
S701135K00101,ITS-WTP39(EXP)（106㎏以上）,kg,001,701135,1
S701135K00102,ITS-WTP39(EXP)（530㎏以上）,kg,001,701135,1
S701135K00103,ITS-WTP39(EXP)（1060㎏以上）,kg,001,701135,1
S701135K00104,ITS-WTP39(EXP)（2000㎏以上）,kg,001,701135,1
S701155D01000,ｱｻﾋｶｾｲ　SOE S1611,kg,010,701155,1
S701155D01100,ｱｻﾋｶｾｲ ｻﾝﾃｯｸ LD M2206,kg,011,701155,1
S701155D01200,ｱｻﾋｶｾｲ　ｽﾀｲﾗｯｸABS A127S27,kg,012,701155,1
S701155D01300,ｱｻﾋｶｾｲ ﾃﾞﾙﾍﾟｯﾄ 60N99140,kg,013,701155,1
S701155D01400,ｱｻﾋｶｾｲｹﾐｶﾙｽﾞ ｱｻｸﾘﾝ NEWEX,kg,014,701155,1
S701155D01500,ｱﾗｶﾜｶｶﾞｶ ｱﾙｺﾝ P-125,kg,015,701155,1
S701155D01600,ｱﾗｶﾜｶｶﾞｸ ﾌｧｲﾝｸﾘｽﾀﾙ KE-311,kg,016,701155,1
S701155D01700,ｵｵｻｶｶｾｲ ﾏﾙｶｻｲﾄﾞYP-PP(防ｶﾋﾞ材MB),kg,017,701155,1
S701155D02000,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 101-55 BK,kg,020,701155,1
S701155D02100,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 101-64 BK*100kg未満,kg,021,701155,1
S701155D02101,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 101-64 BK*500kg以上,kg,021,701155,1
S701155D02200,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 101-73 BK,kg,022,701155,1
S701155D02300,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 101-80　ﾛｯﾄ：25kg以上,kg,023,701155,1
S701155D02400,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 101-87 BK,kg,024,701155,1
S701155D02500,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 103-40 BK,kg,025,701155,1
S701155D02600,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 103-50 BK,kg,026,701155,1
S701155D02700,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 111-354,kg,027,701155,1
S701155D02800,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 111-450,kg,028,701155,1
S701155D02900,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 121-87,kg,029,701155,1
S701155D03000,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 123-52W242,kg,030,701155,1
S701155D03100,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 201-55 ｼﾛ*,kg,031,701155,1
S701155D03200,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 201-64 ｼﾛ 100kg未満,kg,032,701155,1
S701155D03201,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 201-64 ｼﾛ 100Kg以上,kg,032,701155,1
S701155D03300,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 201-80,kg,033,701155,1
S701155D03301,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 201-87 ﾅﾁｭﾗﾙ,kg,033,701155,1
S701155D03400,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 203-40,kg,034,701155,1
S701155D03500,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 8201-60,kg,035,701155,1
S701155D03501,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 8201-60 100kg以上,kg,035,701155,1
S701155D03600,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 8201-70 100kg以上,kg,036,701155,1
S701155D03601,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 8201-70 100kg未満,kg,036,701155,1
S701155D03700,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 8201-80　25Kg,kg,037,701155,1
S701155D03800,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 8211-25(ｼｻｸ),kg,038,701155,1
S701155D03900,ｴｸｿﾝ ｻﾝﾄﾌﾟﾚｰﾝ 8211-55,kg,039,701155,1
S701155D04000,ｴｸｿﾝ ﾋﾞｽﾀﾏｯｸｽ VM6102 (25kgﾛｯﾄ),kg,040,701155,1
S701155D04001,ｴｸｿﾝ ﾋﾞｽﾀﾏｯｸｽ VM6102 (300kgﾛｯﾄ),kg,040,701155,1
S701155D04002,ｴｸｿﾝ ﾋﾞｽﾀﾏｯｸｽ VM6102 (1000kgﾛｯﾄ),kg,040,701155,1
S701155D04003,ｴｸｿﾝ ﾋﾞｽﾀﾏｯｸｽ VM6102 (3000kgﾛｯﾄ),kg,040,701155,1
S701155D04100,ｸﾗﾘﾃｨ LA2250(他ｸﾚｰﾄﾞ含め100kg未満),kg,041,701155,1
S701155D04101,ｸﾗﾘﾃｨ LA2250(他ｸﾚｰﾄﾞ含め100～300kg),kg,041,701155,1
S701155D04102,ｸﾗﾘﾃｨ LA2250(他ｸﾚｰﾄﾞ含め320kg以上),kg,041,701155,1
S701155D04110,ｸﾗﾘﾃｨ LA2250 DF-20%,式,041,701155,1
S701155D04200,ｸﾗﾘﾃｨ LA2270(他ｸﾞﾚｰﾄﾞ含め100kg未満),Kg,042,701155,1
S701155D04201,ｸﾗﾘﾃｨ LA2270(他ｸﾞﾚｰﾄﾞ含め100～300kg),kg,042,701155,1
S701155D04202,ｸﾗﾘﾃｨ LA2270(他ｸﾞﾚｰﾄﾞ含めて320㎏以上,kg,042,701155,1
S701155D04300,ｸﾗﾘﾃｨ LA2330(他ｸﾞﾚｰﾄﾞ含め100～300kg),kg,043,701155,1
S701155D04301,ｸﾗﾘﾃｨ LA2330(他ｸﾞﾚｰﾄﾞ含め320㎏以上）,kg,043,701155,1
S701155D04400,ｸﾗﾘﾃｨ LA4285(他ｸﾞﾚｰﾄﾞ含め100kg未満),kg,044,701155,1
S701155D04401,ｸﾗﾘﾃｨ LA4285(他ｸﾞﾚｰﾄﾞ含め100kg以上),kg,044,701155,1
S701155D04402,ｸﾗﾘﾃｨ LA4285(他ｸﾞﾚｰﾄﾞ含め320kg以上）,kg,044,701155,1
S701155D04500,ｸﾗﾘﾃｨ LB550(他ｸﾞﾚｰﾄﾞ含め100kg未満),kg,045,701155,1
S701155D04501,ｸﾗﾘﾃｨ LB550(他ｸﾞﾚｰﾄﾞ含め100～300kg),kg,045,701155,1
S701155D04502,ｸﾗﾘﾃｨ LB550(他ｸﾞﾚｰﾄﾞ含め320kg以上）,kg,045,701155,1
S701155D04600,ｸﾗﾘﾃｨ LM730H(他ｸﾞﾚｰﾄﾞ含め100kg未満),kg,046,701155,1
S701155D04601,ｸﾗﾘﾃｨ LM730H(他ｸﾞﾚｰﾄﾞ含め100～300kg),kg,046,701155,1
S701155D04602,ｸﾗﾘﾃｨ LM730H(他ｸﾞﾚｰﾄﾞ含め320kg),kg,046,701155,1
S701155D04610,ｸﾗﾘﾃｨ LA3320(他ｸﾞﾚｰﾄﾞ含め100kg未満),kg,046,701155,1
S701155D04611,ｸﾗﾘﾃｨ LA3320(他ｸﾞﾚｰﾄﾞ含め100～300kg),kg,046,701155,1
S701155D04612,ｸﾗﾘﾃｨ LA3320(他ｸﾞﾚｰﾄﾞ含め320kg),kg,046,701155,1
S701155D04700,ｸﾗﾚ ｱｰﾈｽﾄﾝ CJ001N,kg,047,701155,1
S701155D04800,ｸﾗﾚ ｱｰﾈｽﾄﾝ EG40WFS-01,kg,048,701155,1
S701155D04900,ｸﾗﾚ ｱｰﾈｽﾄﾝ JS20N（ﾅﾁｭﾗﾙ）25kg以上,kg,049,701155,1
S701155D04901,ｸﾗﾚ ｱｰﾈｽﾄﾝ JS20N（ﾅﾁｭﾗﾙ）100kg以上,kg,049,701155,1
S701155D04902,ｸﾗﾚ ｱｰﾈｽﾄﾝ JS20N（ﾅﾁｭﾗﾙ）300kg以上,kg,049,701155,1
S701155D05000,ｸﾗﾚ ﾊﾟﾗﾍﾟｯﾄ G1000 200kg未満,kg,050,701155,1
S701155D05001,ｸﾗﾚ ﾊﾟﾗﾍﾟｯﾄ G1000 200kg以上,kg,050,701155,1
S701155D05100,ｸﾗﾚ ﾊﾟﾗﾍﾟｯﾄ SA1000 CW001 200kg未満,kg,051,701155,1
S701155D05101,ﾊﾟﾗﾍﾟｯﾄSA1000CW001 200㎏以上他ﾄ合可,kg,051,701155,1
S701155D05110,ｸﾗﾚ SA1000-CW001 TZA-5%,kg,051,701155,1
S701155D05200,使わない　ｸﾗﾚ ﾊﾟﾗﾍﾟｯﾄ SA1000 FW001,kg,052,701155,1
S701155D05201,ﾊﾟﾗﾍﾟｯﾄSA1000FW001 200kg以上他ﾄ合可,kg,052,701155,1
S701155D05300,ｸﾗﾚ ﾊﾟﾗﾍﾟｯﾄ SA1000 FR201 200kg未満,kg,053,701155,1
S701155D05301,ﾊﾟﾗﾍﾟｯﾄSA1000FR201 200kg以上他ﾄ合可,kg,053,701155,1
S701155D05400,ｸﾗﾚ ﾊﾟﾗﾍﾟｯﾄ SA1000 NW001 200kg未満,kg,054,701155,1
S701155D05401,ﾊﾟﾗﾍﾟｯﾄSA1000NW001 200kg以上他ﾄ合可,kg,054,701155,1
S701155D05402,ｸﾗﾚ ﾊﾟﾗﾍﾟｯﾄ SA1000 NW001 500kg以上,kg,054,701155,1
S701155D05500,ｸﾗﾚ ﾊﾟﾗﾍﾟｯﾄ SA1000 NW201 200kg未満,kg,055,701155,1
S701155D05501,ﾊﾟﾗﾍﾟｯﾄSA1000NW201 200kg以上他ﾄ合可,kg,055,701155,1
S701155D05600,ｸﾗﾚ ﾊﾟﾗﾍﾟｯﾄ SA1000 FP(粉) 200kg未満,kg,056,701155,1
S701155D05601,ﾊﾟﾗﾍﾟｯﾄSA1000FP(粉) 200kg以上他ﾄ合可,kg,056,701155,1
S701155D05700,ｸﾗﾚ ﾊﾟﾗﾍﾟｯﾄ SA1000 NP(粉) 200kg未満,kg,057,701155,1
S701155D05701,ﾊﾟﾗﾍﾟｯﾄSA1000NP(粉 200kg以上他ﾄ合可,kg,057,701155,1
S701155D05711,ﾊﾟﾗﾍﾟｯﾄ GF-1000　25kg～200kg未満,kg,057,701155,1
S701155D05801,ゼオノア　1020R,㎏,058,701155,1
S701155D05901,TOPAS　8007F-04,㎏,059,701155,1
S701155D06100,ｼｮｳﾜｶｾｲ GUF40M-A03 25kgﾛｯﾄ,kg,061,701155,1
S701155D06200,ｼｮｳﾜｶｾｲ ﾏｷｼﾛﾝ EJ-S5102 B-1,kg,062,701155,1
S701155D06300,ｼｮｳﾜｶｾｲ ﾏｷｼﾛﾝ ZAK40L-A03 NAT,kg,063,701155,1
S701155D06400,ｼｮｳﾜｶｾｲPVC ZAK50L A07 NA,kg,064,701155,1
S701155D06500,ｼｮｳﾜｶｾｲPVC ZAK80L-A03 NA,kg,065,701155,1
S701155D06600,ｼｮｳﾜｶｾｲPVC ZAK90L-E03 U-3,kg,066,701155,1
S701155D06700,ｼﾝｴﾂﾎﾟﾘﾏｰ EZ-501 ﾋﾟﾝｸ 232 25kgﾛｯﾄ,kg,067,701155,1
S701155D06701,ｼﾝｴﾂﾎﾟﾘﾏｰ EZ-501 ﾌﾞﾙｰ 704 25kgﾛｯﾄ,kg,067,701155,1
S701155D06800,ｼﾝｴﾂﾎﾟﾘﾏｰ SE-855 NATURAL,kg,068,701155,1
S701155D06801,ｼﾝｴﾂﾎﾟﾘﾏｰ SE-855（黒）,kg,068,701155,1
S701155D06900,ｽﾐﾄﾓ ｽﾐｺﾝ VM1125A55 WH-9Y-254,kg,069,701155,1
S701155D07000,ﾀｹﾊﾗｶｶﾞｸ ﾏｯｸｽ 1180K (25kgﾛｯﾄ),kg,070,701155,1
S701155D07100,ﾀｹﾊﾗｶｶﾞｸ ﾏｯｸｽ 2080K (25kgﾛｯﾄ),kg,071,701155,1
S701155D07101,ﾀｹﾊﾗｶｶﾞｸ ﾏｯｸｽ 2080K (1000kgﾛｯﾄ),kg,071,701155,1
S701155D07200,ﾃｸﾉﾎﾟﾘﾏｰ ﾃｸﾉABS 150 BR21113,kg,072,701155,1
S701155D07300,ﾃｸﾎﾟﾘﾏｰ SBX-8,kg,073,701155,1
S701155D07400,ﾃﾞﾝｶABS SE10,kg,074,701155,1
S701155D07500,ﾄｳｿｰ ｳﾙﾄﾗｾﾝ 520F,kg,075,701155,1
S701155D07600,ﾄｳｿｰ ｳﾙﾄﾗｾﾝ 633,kg,076,701155,1
S701155D07700,ﾄｳｿｰ ｳﾙﾄﾗｾﾝ EV630,kg,077,701155,1
S701155D07800,ﾄｳﾖｳﾎﾞｳ ｻｰﾘﾝｸ 3160N,kg,078,701155,1
S701155D07900,ﾆｯﾄｳﾌﾝｶ ｶﾙﾍﾟｯﾄA,kg,079,701155,1
S701155D08000,ﾆﾎﾝｶｾｲ ｽﾘﾊﾟｯｸｽO,kg,080,701155,1
S701155D08100,ﾆﾎﾝﾌﾟﾗｽ PVC FS-50%N,kg,081,701155,1
S701155D08200,ﾆﾎﾝﾎﾟﾘｴﾁ  ﾉﾊﾞﾃｯｸLD ZR20114MB20,kg,082,701155,1
S701155D08300,ﾆﾎﾝﾎﾟﾘｴﾁﾚﾝ ﾉﾊﾞﾃｯｸPP EA6A(串) *,kg,083,701155,1
S701155D08400,ﾆﾎﾝﾎﾟﾘｴﾁﾚﾝ ﾉﾊﾞﾃｯｸPP EA9H,kg,084,701155,1
S701155D08500,ﾉﾊﾞﾃｯｸ EG8B (25kgﾛｯﾄ),kg,085,701155,1
S701155D08501,ﾉﾊﾞﾃｯｸ EG8B (300kgﾛｯﾄ),kg,085,701155,1
S701155D08502,ﾉﾊﾞﾃｯｸ EG8B (1000kgﾛｯﾄ),kg,085,701155,1
S701155D08600,ﾊﾟﾗﾍﾟｯﾄSANP MHW64702(拡散材10%MB),kg,086,701155,1
S701155D08700,ﾌﾟﾗｲﾑﾎﾟﾘﾏｰ ﾌﾟﾗｲﾑﾎﾟﾘﾌﾟﾛ F-744NP,kg,087,701155,1
S701155D08800,ﾍﾞﾙﾍﾟｯﾄE-02 (PET樹脂),kg,088,701155,1
S701155D08900,ﾐﾂｲｶｶﾞｸ ﾀﾌﾏｰ PN3560,kg,089,701155,1
S701155D09000,ﾐﾂｲｶｶﾞｸ ﾈｵｾﾞｯｸｽ 1014T,kg,090,701155,1
S701155D09100,ﾐﾂｲｶｶﾞｸ ﾐﾗｽﾄﾏｰ 4010NS (25kgﾛｯﾄ),kg,091,701155,1
S701155D09101,ﾐﾂｲｶｶﾞｸ ﾐﾗｽﾄﾏｰ 4010NS (100kgﾛｯﾄ),kg,091,701155,1
S701155D09200,ﾐﾂｲｶｶﾞｸ ﾐﾗｽﾄﾏｰ 7030NS,kg,092,701155,1
S701155D09300,ﾐﾂﾋﾞｼｶｶﾞｸ ｻｰﾓﾗﾝ 3555N,kg,093,701155,1
S701155D09400,ﾐﾂﾋﾞｼｶｶﾞｸ ｻｰﾓﾗﾝ 3855B,kg,094,701155,1
S701155D09500,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ 7206 BK,Kg,095,701155,1
S701155D09600,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FA90EB BK,kg,096,701155,1
S701155D09700,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FE45FB BK,kg,097,701155,1
S701155D09800,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FE45FC BK,kg,098,701155,1
S701155D09900,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FE55FB BK2,kg,099,701155,1
S701155D10000,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FE55HA1 LGY9,kg,100,701155,1
S701155D10001,ﾐﾂﾋﾞｼ ｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FE55HA1 BK,,100,701155,1
S701155D10100,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FE65HA LGY,kg,101,701155,1
S701155D10200,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FE65HB LGY4,kg,102,701155,1
S701155D10300,ﾐﾂﾋﾞｼｶｶﾞｸ ｻﾝﾌﾟﾚｰﾝ FE70LB ﾗｲﾄｸﾞﾚｰ,kg,103,701155,1
