表示ｺｰﾄﾞ,新商品ｺｰﾄﾞ案,商品名,商品名索引,単位,製品長さ(mm),ｶｯﾄ長さ(mm),得意先(検索)ｺｰﾄﾞ
0,714132I000103,LEDｲﾚｰｻﾚﾝｽﾞ MCS-0264HK 321L /1500本,LEDｲﾚｰｻ,本,0,0,714132
0,714132I000104,LEDｲﾚｰｻﾚﾝｽﾞ MCS-0264HK 321L /3000本,LEDｲﾚｰｻ,本,0,0,714132
0,714132I000105,LEDｲﾚｰｻﾚﾝｽﾞ MCS-0264HK 321L /4500本,LEDｲﾚｰｻ,本,0,0,714132
0,720032I000102,ｽﾀﾝﾄﾞ用PPｶﾊﾞｰ U型 L=301 1000m/回,PPｶﾊﾞｰ,本,0,0,720032
0,720032I000104,ｽﾀﾝﾄﾞ用PPｶﾊﾞｰ U型 L=601.5 500m/回,PPｶﾊﾞｰ,本,0,0,720032
0,720032I000105,ｽﾀﾝﾄﾞ用PPｶﾊﾞｰ U型 L=601.5 1000m/回,PPｶﾊﾞｰ,本,0,0,720032
0,720032I000107,ｽﾀﾝﾄﾞ用PPｶﾊﾞｰ U型 L=902 500m/回,PPｶﾊﾞｰ,本,0,0,720032
0,720032I000108,ｽﾀﾝﾄﾞ用PPｶﾊﾞｰ U型 L=902 1000m/回,PPｶﾊﾞｰ,本,0,0,720032
0,720032I000110,ｽﾀﾝﾄﾞ用PPｶﾊﾞｰ U型 L=1203 500m/回,PPｶﾊﾞｰ,本,0,0,720032
0,720032I000111,ｽﾀﾝﾄﾞ用PPｶﾊﾞｰ U型 L=1203 1000m/回,PPｶﾊﾞｰ,本,0,0,720032
0,720032I000202,ﾘﾌﾄ用ﾗｲﾄｶﾊﾞｰ L=363/500m以上,ﾘﾌﾄﾖｳﾗｲﾄｶﾊ,本,0,0,720032
0,720032I000203,ﾘﾌﾄ用ﾗｲﾄｶﾊﾞｰ L=363/1000m以上,ﾘﾌﾄﾖｳﾗｲﾄｶﾊ,本,0,0,720032
0,720032I000205,ﾘﾌﾄ用ﾗｲﾄｶﾊﾞｰ L=663.5/500m以上,ﾘﾌﾄﾖｳﾗｲﾄｶﾊ,本,0,0,720032
0,720032I000206,ﾘﾌﾄ用ﾗｲﾄｶﾊﾞｰ L=663.5/1000m以上,ﾘﾌﾄﾖｳﾗｲﾄｶﾊ,本,0,0,720032
0,720032I000208,ﾘﾌﾄ用ﾗｲﾄｶﾊﾞｰ L=964/500m以上,ﾘﾌﾄﾖｳﾗｲﾄｶﾊ,本,0,0,720032
0,720032I000209,ﾘﾌﾄ用ﾗｲﾄｶﾊﾞｰ L=964/1000m以上,ﾘﾌﾄﾖｳﾗｲﾄｶﾊ,本,0,0,720032
0,720032I000302,拡散PPﾊﾟｲﾌﾟφ30xφ27 L=191.5穴/500m,PPﾊﾟｲﾌﾟ,本,0,0,720032
0,720032I000303,拡散PPﾊﾟｲﾌﾟφ30xφ27 L=191.5穴/1000,PPﾊﾟｲﾌﾟ,本,0,0,720032
0,720032I000305,拡散PPﾊﾟｲﾌﾟφ30xφ27 L=358/500m,PPﾊﾟｲﾌﾟ,本,0,0,720032
0,720032I000306,拡散PPﾊﾟｲﾌﾟφ30xφ27 L=358/1000m,PPﾊﾟｲﾌﾟ,本,0,0,720032
0,720032I000308,拡散PPﾊﾟｲﾌﾟφ30xφ27 L=658.5/500m,PPﾊﾟｲﾌﾟ,本,0,0,720032
0,720032I000309,拡散PPﾊﾟｲﾌﾟφ30xφ27 L=658.5/1000,PPﾊﾟｲﾌﾟ,本,0,0,720032
0,720032I000311,拡散PPﾊﾟｲﾌﾟφ30xφ27 L=959/500m,PPﾊﾟｲﾌﾟ,本,0,0,720032
0,720032I000312,拡散PPﾊﾟｲﾌﾟφ30xφ27 L=959/1000m,PPﾊﾟｲﾌﾟ,本,0,0,720032
0,720032I000314,拡散PPﾊﾟｲﾌﾟφ30xφ27 L=1260/500m,PPﾊﾟｲﾌﾟ,本,0,0,720032
0,720032I000315,拡散PPﾊﾟｲﾌﾟφ30xφ27 L=1260/1000,PPﾊﾟｲﾌﾟ,本,0,0,720032
0,720032I000317,拡散PPﾊﾟｲﾌﾟφ30xφ27 L=357 ｱﾆｰﾙ/500m,PPﾊﾟｲﾌﾟ,本,0,0,720032
0,720032I000318,拡散PPﾊﾟｲﾌﾟφ30xφ27 L=357 ｱﾆｰﾙ/1000,PPﾊﾟｲﾌﾟ,本,0,0,720032
0,720032I000320,拡散PPﾊﾟｲﾌﾟφ30xφ27 L=657 ｱﾆｰﾙ/500m,PPﾊﾟｲﾌﾟ,本,0,0,720032
0,720032I000321,拡散PPﾊﾟｲﾌﾟφ30xφ27 L=657 ｱﾆｰﾙ/1000,PPﾊﾟｲﾌﾟ,本,0,0,720032
0,720032I000323,拡散PPﾊﾟｲﾌﾟφ30xφ27 L=957 ｱﾆｰﾙ/500m,PPﾊﾟｲﾌﾟ,本,0,0,720032
0,720032I000324,拡散PPﾊﾟｲﾌﾟφ30xφ27 L=957 ｱﾆｰﾙ/1000,PPﾊﾟｲﾌﾟ,本,0,0,720032
0,720032I000326,拡散PPﾊﾟｲﾌﾟφ30xφ27 L=1257ｱﾆｰﾙ/500m,PPﾊﾟｲﾌﾟ,本,0,0,720032
0,720032I000327,拡散PPﾊﾟｲﾌﾟφ30xφ27 L=1257ｱﾆｰﾙ/1000,PPﾊﾟｲﾌﾟ,本,0,0,720032
0,720032I000402,拡散PPﾊﾟｲﾌﾟφ16.5xφ19.5L=246 2000本,PPﾊﾟｲﾌﾟ,本,0,0,720032
0,720032I000501,拡散PPﾊﾟｲﾌﾟ 穴加工(L=191.5のみ),PPﾊﾟｲﾌﾟ,本,0,0,720032
0,720032I000601,拡散PPﾊﾟｲﾌﾟ φ3.5穴加工/500穴未満,PPﾊﾟｲﾌﾟ,式,0,0,720032
0,720032I000602,拡散PPﾊﾟｲﾌﾟ φ3.5穴加工/500穴以上,PPﾊﾟｲﾌﾟ,穴,0,0,720032
0,720032I000603,拡散PPﾊﾟｲﾌﾟ φ3.5穴加工/1000穴以上,PPﾊﾟｲﾌﾟ,穴,0,0,720032
0,720052I000102,50x50 L字 L=1000　600ｍ/回,50x50 L=10,本,0,0,720052
0,720052I000602,気密材(軟質PVC)　受注ﾛｯﾄ5000m/回,ｷﾐﾂｻﾞｲ,ｍ,0,0,720052
0,720052I000603,気密材(軟質PVC)　受注ﾛｯﾄ10000m/回,ｷﾐﾂｻﾞｲ,ｍ,0,0,720052
0,720052I000604,気密材(軟質PVC),ｷﾐﾂｻﾞｲ,ｍ,0,0,720052
0,720096I001001,130030FF NA押縁31mm用 CK L=4000 X,31mm,本,0,0,720096
0,720096I001101,130030JJ NA押縁31mm用 RSK L=4000 X,31mm,本,0,0,720096
0,720096I001201,130030KK NA押縁31mm用 BHK L=4000 X,31mm,本,0,0,720096
0,720096I001301,130030ZZ NA押縁31mm用 OBK L=4000 X,31mm,本,0,0,720096
0,720096I002101,12A000 NA上枠ﾚｰﾙｶﾊﾞｰ　800m以下,NAｳﾜﾜｸﾚｰﾙ,本,0,0,720096
0,720096I002201,12A000** NA上枠ﾚｰﾙｶﾊﾞｰ L=3500 （　),NAｳﾜﾜｸﾚｰﾙ,本,0,0,720096
0,720096I005101,X 13F05099上枠ﾚｰﾙｶﾊﾞｰ(白) L=2000 X,ｳﾜﾜｸﾚｰﾙｶﾊﾞ,本,0,0,720096
0,720096I005201,X 13F12099上枠ﾚｰﾙｶﾊﾞｰ (白) L=3500 X,ｳﾜﾜｸﾚｰﾙ,本,0,0,720096
0,720096I007202,175100AA補助縦枠(白) L=3650　道外,ﾎｼﾞｮﾀﾃﾜｸ,本,0,0,720096
0,720096I007302,175100AA補助縦枠 L=3650　色物　道外,ﾎｼﾞｮﾀﾃﾜｸ,本,0,0,720096
0,720096I007902,178000AA水切りｶﾊﾞｰ(W) L=2500　道外,ﾐｽﾞｷﾘｶﾊﾞｰ,本,0,0,720096
0,720096I008702,179100AA内部ｶﾊﾞｰ L=3650　道外,ﾅｲﾌﾞｶﾊﾞｰ,本,0,0,720096
0,720096I008802,179100AA内部ｶﾊﾞｰ L=3650 色物　道外,ｶﾊﾞｰ,本,0,0,720096
0,720096I009102,179100BB 内部ｶﾊﾞｰ L=3650 ｽﾁｰﾙﾌﾞﾗｯｸ O,ｶﾊﾞｰ,本,0,0,720096
0,720096I009202,20043000戸当り気密材 枠用 ひれ式 O,ﾄｱﾀﾘｷﾐﾂｻﾞｲ,ｍ,0,0,720096
0,720096I009302,20043000戸当り気密材 ひれ状(ｼﾘｺﾝ) O,ﾄｱﾀﾘｷﾐﾂｻﾞｲ,ｍ,0,0,720096
0,720096I009402,20043000戸当り気密材枠用 ﾋﾚ式 袋付 O,ﾄｱﾀﾘｷﾐﾂｻﾞｲ,ｍ,0,0,720096
0,720096I010102,20044000ｶﾞﾗｽﾋﾞｰﾄﾞ3-E　O,3-E,ｍ,0,0,720096
0,720096I010202,20044000ｶﾞﾗｽﾋﾞｰﾄﾞ3-E(袋付) O,ｶﾞﾗｽﾋﾞｰﾄﾞ3,ｍ,0,0,720096
0,720096I010302,20044100ｶﾞﾗｽﾋﾞｰﾄﾞ4.5ﾐﾘC　O,4.5,ｍ,0,0,720096
0,720096I010402,20044200開き用ｶﾞﾗｽ押えﾋﾞｰﾄﾞ(3)-A O,ｶﾞﾗｽｵｻｴﾋﾞｰ,ｍ,0,0,720096
0,720096I010501,20044300開きﾄﾘﾌﾟﾙ用ｶﾞﾗｽ押えﾋﾞｰﾄﾞ I X,ﾄﾘﾌﾟﾙﾖｳﾋﾗｷ,ｍ,0,0,720096
0,720096I010502,20044300開きﾄﾘﾌﾟﾙ用ｶﾞﾗｽ押えﾋﾞｰﾄﾞ O X,ﾄﾘﾌﾟﾙﾖｳﾋﾗｷ,ｍ,0,0,720096
0,720096I010602,20044300開きﾄﾘﾌﾟﾙ用ﾋﾞｰﾄﾞ (200m) O,ﾄﾘﾌﾟﾙﾖｳﾋﾗｷ,ｍ,0,0,720096
0,720096I010702,20044500ｾﾝﾀｰｼｰﾙA L=2700 運賃込,ｾﾝﾀｰｼｰﾙA,本,0,0,720096
0,720096I011102,20054000硝子受台8*25*40 A-40(ﾃｻ) O,A-40,個,0,0,720096
0,720096I011104,20054000硝子受台8*25*40 A-40(日東) O,A-40,個,0,0,720096
0,720096I011106,20054100硝子受台8*25*65 A-65(ﾃｻ) O,A-65,個,0,0,720096
0,720096I011108,20054200硝子受台8*25*120 A-120(ﾃｻ) O,A-120,個,0,0,720096
0,720096I011202,20054300硝子受台8*29*40 B-40(ﾃｻ) O,B-40,個,0,0,720096
0,720096I011204,20054300硝子受台8*29*40 B-40(日東) O,B-40,個,0,0,720096
0,720096I011206,20054400硝子受台8*29*65 B-65(ﾃｻ) O,B-65,個,0,0,720096
0,720096I011208,20054400硝子受台8*29*65 B-65(日東) O,B-65,個,0,0,720096
0,720096I011210,20054500硝子受台8*29*120 B-120(ﾃｻ) O,B-120,個,0,0,720096
0,720096I011302,20054600硝子受台8*33*40 C-40(ﾃｻ) O,C-40,個,0,0,720096
0,720096I011304,20054600硝子受台8*33*40 C-40(日東) O,C-40,個,0,0,720096
0,720096I011306,20054800硝子受台8*33*65 C-65(ﾃｻ) O,C-65,個,0,0,720096
0,720096I011309,20054700硝子受台8*33*120 C-120(ﾃｻ) O,C-120,個,0,0,720096
0,720096I011403,20054900引違硝子受台D-40(ﾃｻ) 東北,D-40,個,0,0,720096
0,720096I012502,20A17700防火用ｶﾞﾗｽ受台5*33*20日東 O,5*33*20,個,0,0,720096
0,720096I012504,20A17800防火用ｶﾞﾗｽ受台5*33*40日東 O,5*33*40,個,0,0,720096
0,720096I012506,20A17900防火用ｶﾞﾗｽ受台5*33*65日東 O,5*33*65,個,0,0,720096
0,720096I012602,20F00400旧戸当り気密材(中空)　O,ｷｭｳﾄｱﾀﾘ,ｍ,0,0,720096
0,720096I012604,20F00400旧戸当り気密材(中空)ｼﾘｺﾝ O,ｷｭｳﾄｱﾀﾘ,ｍ,0,0,720096
0,720096I012802,32005000ｶﾞﾗｽ押えﾋﾞｰﾄﾞ(NA)3ﾐﾘ 軟質 O,NA3ﾐﾘ,ｍ,0,0,720096
0,720096I013102,32005100引違い用ｶﾞﾗｽ押えﾋﾞｰﾄﾞ(3)-A O,ｶﾞﾗｽｵｻｴﾋﾞｰ,ｍ,0,0,720096
0,720096I013201,32005200引違いﾄﾘﾌﾟﾙ用ｶﾞﾗｽ押えﾋﾞｰﾄﾞIX,ﾄﾘﾌﾟﾙﾖｳﾋﾗｷ,ｍ,0,0,720096
0,720096I013202,32005200引違いﾄﾘﾌﾟﾙ用ｶﾞﾗｽ押えﾋﾞｰﾄﾞOX,ﾄﾘﾌﾟﾙﾖｳﾋﾗｷ,ｍ,0,0,720096
0,720096I013302,32005200引違いﾄﾘﾌﾟﾙ用ﾋﾞｰﾄﾞ (200m) O,ﾄﾘﾌﾟﾙﾖｳﾋﾗｷ,ｍ,0,0,720096
0,720096I013402,32007000NA硝子受台 5*20*40(ﾃｻ) O,5*20*40,個,0,0,720096
0,720096I013404,32007000NA硝子受台5*20*40(日東) O,5*20*40,個,0,0,720096
0,720096I013502,32007100NA硝子受台 7*22*40(ﾃｻ) O,7*22*40,個,0,0,720096
0,720096I013504,32007100NA硝子受台 7*22*40(日東) O,7*22*40,個,0,0,720096
0,720096I014402,34A08000ｶﾞﾗｽ受台防火縦枠用7*22*25(ﾃｻ,7*22*25,個,0,0,720096
0,720096I014507,方立補強材,ﾎｳﾀﾃﾎｷｮｳ,ｍ,0,0,720096
0,720096I014602,MCﾀｲﾌﾟ戸当り気密材A　道外,MCﾄｱﾀﾘ,ｍ,0,0,720096
0,720096I016102,20043100戸当り気密材 框用 ひれ式 外,ﾄｱﾀﾘｷﾐﾂｻﾞｲ,ｍ,0,0,720096
0,720152I000101,ADDｻﾎﾟｰﾄ ﾊﾟｲﾌﾟ24 L=44,ADDｻﾎﾟｰﾄ,個,0,0,720152
0,720152I000202,H6溝ﾊﾞｰ PP(ﾅﾁｭﾗﾙ)　受注ﾛｯﾄ 3000m/回,H6,ｍ,0,0,720152
0,720152I000203,H6溝ﾊﾞｰ PP(ﾅﾁｭﾗﾙ)　受注ﾛｯﾄ 5000m/回,H6,ｍ,0,0,720152
0,720152I000302,T字ｼﾞｮｲﾅｰ C L=2395 道外,Tｼﾞｼﾞｮｲﾅｰ,本,0,0,720152
0,720152I000304,T字ｼﾞｮｲﾅｰ C L=2695 道外,Tｼﾞｼﾞｮｲﾅｰ,本,0,0,720152
0,720152I000602,ｻﾈ材 L=2395 道外,ｻﾈｻﾞｲ,本,0,0,720152
0,720152I000604,ｻﾈ材 L=2695 道外,ｻﾈｻﾞｲ,本,0,0,720152
0,720152I000902,片目地棒 L=3000　道外,ｶﾀﾒｼﾞ,本,0,0,720152
0,720152I001102,面木 L=3200　道外,ﾒﾝｷﾞ,本,0,0,720152
0,720152I001202,両目地棒 L=3000　道外,ﾘｮｳﾒｼﾞ,本,0,0,720152
0,720202I000403,ｽﾉｺA-1,ｽﾉｺ,本,0,0,720202
0,720202I000502,ｽﾉｺA-2,ｽﾉｺ,本,0,0,720202
0,720251D001502,SPC-6565V(ｿﾌﾄ) ﾚﾓﾝｲｴﾛｰ L=1000,,本,1000,1015,720251
0,720305D000101,ﾊﾟﾗﾍﾟｯﾄ NW001,ﾊﾟﾗﾍﾟｯﾄ ﾝw,kg,0,0,720305
0,720305D000201,ﾊﾟﾗﾍﾟｯﾄNW201 25kg,EX9-11-168,kg,0,0,720305
0,720305D000301,ﾊﾟﾗﾍﾟｯﾄ FR201,ﾊﾟﾗﾍﾟｯﾄ ﾝw,kg,0,0,720305
0,720305D000401,ｴﾝｹﾞｰｼﾞ8100,ｴﾝｹﾞｰｼﾞ,kg,0,0,720305
0,721072I000303,LEDﾕﾆｯﾄ用ﾚﾝｽﾞ(CLED-PC277)1500～5999,LEDﾕﾆｯﾄ,本,0,0,721072
0,721072I000402,LEDﾕﾆｯﾄ用ﾚﾝｽﾞ CLED-PC541　1000～2999,LEDﾕﾆｯﾄ,本,0,0,721072
0,721121D000302,天井見切り部材(L=3000x67本),ﾃﾝｼﾞｮｳﾐｷﾘﾌ,式,0,0,721121
0,721136I000403,ｲｰｼﾞｰｸﾘｯﾌﾟF型(透明),ｲｰｼﾞｰｸﾘｯﾌﾟ,ｍ,0,0,721136
0,721136I000602,黒ﾎﾟﾘﾁｭｰﾌﾞ17x19　道外,ｸﾛﾎﾟﾘ,ｍ,0,0,721136
0,721136I000702,黒ﾎﾟﾘﾁｭｰﾌﾞ19.5x21.5　道外,ｸﾛﾎﾟﾘ,ｍ,0,0,721136
0,721136I000802,粘着付ｴｯｼﾞｶﾊﾞｰ 3mm ｸﾞﾚｰ1000ｍ以上,ﾈﾝﾁｬｸﾂｷｴｯｼ,ｍ,0,0,721136
0,721136I000803,粘着付ｴｯｼﾞｶﾊﾞｰ 3mm ｸﾞﾚｰ 3000ｍ以上,ﾈﾝﾁｬｸﾂｷｴｯｼ,ｍ,0,0,721136
0,721136I000804,粘着付ｴｯｼﾞｶﾊﾞｰ 3mm ｸﾞﾚｰ 5000ｍ以上,ﾈﾝﾁｬｸﾂｷｴｯｼ,ｍ,0,0,721136
0,721152I000102,ｿｰﾗｰﾊﾟﾈﾙ 樹脂ﾌﾚｰﾑ 受注ﾛｯﾄ:1000m以上,ｿｰﾗｰﾊﾟﾈﾙ ｼ,ｍ,0,0,721152
0,721152I000103,端面45度切断加工費,ｿｰﾗｰﾊﾟﾈﾙｼﾞ,本,0,0,721152
0,721181D000101,原料,ｹﾞﾝﾘｮｳ,kg,0,0,721181
0,721181D000301,CSN中空ｺｰﾅｰｶﾞｰﾄﾞ(65x65)L1000 300本LY,ﾁｭｳｸｳｺｰﾅｰｶ,本,1000,1015,721181
0,721181D000501,CSN中空ｺｰﾅｰｶﾞｰﾄﾞ(65x65)L1000 300本I,ﾁｭｳｸｳｺｰﾅｰｶ,本,1000,1015,721181
0,721181D001101,H鋼ｴｯｼﾞｶﾊﾞｰ 3mm巾 1000L ﾚﾓﾝｲｴﾛｰ,ｴｯﾁｺｳ,本,1000,1015,721181
0,721181D006101,ｺｰﾅｰｶﾞｰﾄﾞ CHS-A5   (ｼﾞｭｼｶﾅｸﾞﾄﾓ65x65),,,0,0,721181
0,721181D006102,ｺｰﾅｰｶﾞｰﾄﾞ CHS-A10  (ｼﾞｭｼｶﾅｸﾞﾄﾓ65x65),,,1000,1015,721181
0,721181D006201,ｺｰﾅｰｶﾞｰﾄﾞ CHS-G10  (ｼﾞｭｼｶﾅｸﾞﾄﾓ65x65),,,1000,1015,721181
0,721181D006301,ｺｰﾅｰｶﾞｰﾄﾞ CHS-LY5  (ｼﾞｭｼｶﾅｸﾞﾄﾓ65x65),,,0,0,721181
0,721181D006302,ｺｰﾅｰｶﾞｰﾄﾞ CHS-LY10 (ｼﾞｭｼｶﾅｸﾞﾄﾓ65x65),,,1000,1015,721181
0,721211D000401,嵌合式ｲﾝﾅｰｺｱ用ﾘﾎﾞﾝ 2000mﾛｯﾄ,ｶﾝｺﾞｳｼｷｲﾝﾅ,m,1000,1020,721211
0,722051D000101,軟質ﾎｰｽ 32φ 20m巻*1c/s5巻 200巻以上,ﾅﾝｼﾂﾎｰｽ32,巻,20000,21000,722051
0,722051D000201,軟質ﾎｰｽ 38φ 20m巻*1c/s4巻 200巻以上,ﾅﾝｼﾂﾎｰｽ38,巻,20000,21000,722051
0,722062I000103,LEDﾊﾞﾗｽﾀｰｶﾊﾞｰ 端面ｶｯﾄ費用,LEDﾊﾞﾗｽﾀｰｶ,本,0,0,722062
0,722062I000202,LED手摺ｶﾊﾞｰ ｶｯﾄ費用,LEDﾊﾞﾗｽﾀｰｶ,本,0,0,722062
0,722062I000306,拡散U字ｶﾊﾞｰ L=1080㎜ 600本~,ｶｸｻﾝﾝUｼﾞ,本,0,0,722062
0,722062I000309,拡散U字ｶﾊﾞｰ L=1120㎜ 20本,ｶｸｻﾝﾝUｼﾞ,式,0,0,722062
0,722062I000310,拡散U字ｶﾊﾞｰ NC加工費/100本,ｶｸｻﾝUｼﾞ,本,0,0,722062
0,722062I000311,拡散U字ｶﾊﾞｰ NC加工費/200本,ｶｸｻﾝUｼﾞ,本,0,0,722062
0,723011D000101,男性用ﾊﾟｯｷﾝ 82123,ﾀﾞﾝｾｲﾖｳﾊﾟｯ,本,172,172,723011
0,723011D000102,男性用ﾊﾟｯｷﾝ 残原料代,ﾀﾞﾝｾｲﾖｳﾊﾟｯ,㎏,0,0,723011
0,723011D000103,男性用ﾊﾟｯｷﾝ 残原料処分費,ﾀﾞﾝｾｲﾖｳﾊﾟｯ,式,0,0,723011
0,723022I000502,ｺｰﾅｰｶﾞｽｹｯﾄ(運賃なし),,ｍ,0,0,723022
0,723022I000503,ｺｰﾅｰｶﾞｽｹｯﾄ(運賃込み),,ｍ,0,0,723022
0,723091D000101,ｼﾖｳｼﾅｲ 10BSY ﾌﾞﾚｰｽﾊﾟｯｷﾝ(M18-M22),,,0,0,723091
0,723091D000502,使用ｼﾅｲ 10BSY ﾌﾞﾚｰｽﾊﾟｯｷﾝ(M18-M22),,,0,0,723091
0,723091D000503,ﾌﾞﾚｰｽﾊﾟｯｷﾝ(M18-M22) HRCQ9,,,80,80,723091
0,723091D000504,ﾌﾞﾚｰｽﾊﾟｯｷﾝ(M18-M22) 8TMG2 JPF/HRCQ9,ﾌﾞﾚｰｽﾊﾟｯｷﾝ,,80,80,723091
0,723091D000602,使用ｼﾅｲ 10BSZ ﾌﾞﾚｰｽﾊﾟｯｷﾝ(共通),,,0,0,723091
0,723091D000603,ﾌﾞﾚｰｽﾊﾟｯｷﾝ(共通) AVXA2,,,80,80,723091
0,723091D000604,ﾌﾞﾚｰｽﾊﾟｯｷﾝ(共通) 1524U,,,80,80,723091
0,723091D000605,ﾌﾞﾚｰｽﾊﾟｯｷﾝ(共通) 8TMG1 JPF/AVXA2,ﾌﾞﾚｰｽﾊﾟｯｷﾝ,,80,80,723091
0,723091D000701,配線ｹｰﾌﾞﾙ干渉防止材(50ｹｲﾘ) JARWL,,,100,100,723091
0,723091D000606,ﾌﾞﾚｰｽﾊﾟｯｷﾝ(共通) 10CUW,,,80,80,723091
0,723091D000505,ﾌﾞﾚｰｽﾊﾟｯｷﾝ(M18-M22) 10CUV,,,80,80,723091
0,730072I000401,目地ｶﾊﾞｰ L=3000 (引取価格),ﾒｼﾞｶﾊﾞｰ,本,0,0,730072
0,730072I001101,目地ﾍﾞｰｽ L=3000 ｸﾞﾚｰ 引取り 100本～,ﾒｼﾞﾍﾞｰｽ,本,0,0,730072
0,730072I001102,目地ﾍﾞｰｽ L=3000 ｸﾞﾚｰ 引取り 200本～,ﾒｼﾞﾍﾞｰｽ,本,0,0,730072
0,730072I001103,目地ﾍﾞｰｽ L=3000 ｸﾞﾚｰ 引取り 500本～,ﾒｼﾞﾍﾞｰｽ,本,0,0,730072
0,730072I001105,目地ﾍﾞｰｽ L=3000 ｸﾞﾚｰ 運賃込 200本～,ﾒｼﾞﾍﾞｰｽ,本,0,0,730072
0,730072I001106,目地ﾍﾞｰｽ L=3000 ｸﾞﾚｰ 運賃込 500本～,ﾒｼﾞﾍﾞｰｽ,本,0,0,730072
0,730082I000101,# ﾎﾟｽﾄ　～100m,#ﾎﾟｽﾄ,式,0,0,730082
0,730082I000102,# ﾎﾟｽﾄ　100m以上,#ﾎﾟｽﾄ,ｍ,0,0,730082
0,730082I000201,H ﾎﾟｽﾄ　～500m,Hﾎﾟｽﾄ,式,0,0,730082
