S762012I00102,SBﾌｨﾗﾒﾝﾄ,,000,762016,"2022-01-12 10:00:00",1,0,0,2,1
S762012I00103,"ﾌｨﾗﾒﾝﾄ MAGIX PVA 30 500g",個,000,762016,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00101,"AES117 K-3　7D5750 ﾌﾞﾗｳﾝ 300kg未満",Kg,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00102,"AES117 K-3　7D5750 ﾌﾞﾗｳﾝ 300g以上",Kg,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00103,"AES117 K-3　9D8030 ﾌﾞﾗｯｸ 300kg未満",Kg,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00104,"AES117 K-3　9D8030 ﾌﾞﾗｯｸ 300kg以上",Kg,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00105,"AES117 K-3　CB4310 ｱｲﾎﾞﾘｰ 300kg未満",Kg,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00106,"AES117 K-3　CB4310 ｱｲﾎﾞﾘｰ 300kg以上",Kg,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00107,"AES117 K-3 MADT90 ｼｬｲﾝｸﾞﾚｰ 300kg未満",Kg,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00108,"AES117 K-3 MADT90 ｼｬｲﾝｸﾞﾚｰ 300kg以上",Kg,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00109,"AES117 K-3　OD7960 ﾎﾜｲﾄ 300kg未満",Kg,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00110,"AES117 K-3　OD7960 ﾎﾜｲﾄ 300kg以上",Kg,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00201,"EV-560 NA (ｴﾊﾞﾌﾚｯｸｽ)",ｋｇ,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00301,"HZﾐﾘｵﾝ 240S",ｋｇ,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00401,ﾐﾗｽﾄﾏｰ6030B,ｋｇ,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S764062I00402,ﾐﾗｽﾄﾏｰM2400B,ｋｇ,000,764066,"2022-01-12 10:00:00",1,0,0,2,1
S770032I00101,"ﾎﾞｲﾗ複合清缶剤 ｻﾑｸﾘﾝ S-123 18kg",ｹｰｽ,000,770036,"2022-01-12 10:00:00",1,0,0,2,1
S770032I00102,解体撤去費,,000,770036,"2022-01-12 10:00:00",1,0,0,2,1
S770032I00103,建物付属設備費　使用不可,式,000,770036,"2022-01-12 10:00:00",1,0,0,2,1
S772052I00102,"軍手 純綿ｺﾞﾑ8G＃2219 800ｇ(12双入) Y",袋,000,772056,"2022-01-12 10:00:00",1,0,0,2,1
S772052I00103,"女性用 立体ｶｯﾄ半袖ﾌﾞﾙｿﾞﾝ ｵﾚﾝｼﾞ LL",着,000,772056,"2022-01-12 10:00:00",1,0,0,2,1
S772052I00111,"58018 ｾｰﾌﾃｨｰｼｭｰｽﾞ 010 ﾌﾞﾗｯｸ",足,000,772056,"2022-01-12 10:00:00",1,0,0,2,1
S772052I00112,"85102 ｾｰﾌﾃｨｰｼｭｰｽﾞ 90 ﾌﾞﾗｯｸ",足,000,772056,"2022-01-12 10:00:00",1,0,0,2,1
S772062I00101,"ﾂｰﾀｯｸｶｰｺﾞﾊﾟﾝﾂ ﾌﾞﾙｰﾉｰﾄ 男性用 F",枚,000,772066,"2022-01-12 10:00:00",1,0,0,2,1
S772062I00102,"ﾂｰﾀｯｸﾊﾟﾝﾂ ﾌﾞﾙｰﾉｰﾄ 男性用 F",枚,000,772066,"2022-01-12 10:00:00",1,0,0,2,1
S772062I00103,"ﾈｰﾑ(社名) F",,000,772066,"2022-01-12 10:00:00",1,0,0,2,1
S772062I00104,"ﾌﾞﾙｿﾞﾝ ﾈｲﾋﾞｰ 4L F",枚,000,772066,"2022-01-12 10:00:00",1,0,0,2,1
S772062I00105,"ﾌﾞﾙｿﾞﾝ ﾈｲﾋﾞｰ M・L 女性用 F",枚,000,772066,"2022-01-12 10:00:00",1,0,0,2,1
S772062I00106,"ﾌﾞﾙｿﾞﾝ ﾌﾞﾙｰﾉｰﾄ 男性用 F",枚,000,772066,"2022-01-12 10:00:00",1,0,0,2,1
S772062I00107,"安全靴 F",足,000,772066,"2022-01-12 10:00:00",1,0,0,2,1
S772062I00108,"防寒着 F",枚,000,772066,"2022-01-12 10:00:00",1,0,0,2,1
